ID,LCLAS_NM,MLSFC_NM,POI_ID,POI_NM,BHF_NM,ASSTN_NM,CL_CD,CL_NM,PNU,CTPRVN_NM,SIGNGU_NM,LEGALDONG_NM,LI_NM,LNBR_NO,LEGALDONG_CD,ADSTRD_CD,RDNMADR_CD,RDNMADR_NM,BULD_NO,LC_LO,LC_LA,GID_CD,LAST_CHG_DE,ORIGIN_NM,FILE_NM,BASE_DE
KCDLCPO25N000000026,장소,문화시설,10260432,CU,효문점,,90704,CU,3.12001e+18,울산광역시,북구,효문동,,845,3120012300,3120056000,312003000000.0,산성로,19,129.3659833,35.5684258,마마690318,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000000027,장소,문화시설,10260433,CU,울산천상점,,90704,CU,3.17103e+18,울산광역시,울주군,범서읍,천상리,610-15,3171025922,3171025900,317104000000.0,천상중앙길,80,129.2277472,35.5630334,마마565310,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000000028,장소,문화시설,10260434,CU,서생점,,90704,CU,3.17103e+18,울산광역시,울주군,서생면,신암리,246-5,3171031021,3171031000,317103000000.0,해맞이로,918,129.3273896,35.3504339,마마660076,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000000029,장소,문화시설,10260439,CU,온산공단점,,90704,CU,3.17103e+18,울산광역시,울주군,온산읍,화산리,1003-5,3171025021,3171025000,317103000000.0,공단로,423,129.3350016,35.4398147,마마665175,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000000030,장소,문화시설,10260441,CU,우정선경점,,90704,CU,3.11101e+18,울산광역시,중구,우정동,,380-19,3111010800,3111059000,311103000000.0,명륜로,75,129.3118236,35.5581705,마마642306,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000000411,장소,문화시설,10261398,CU,강서구청역점,,90704,CU,2.64401e+18,부산광역시,강서구,대저1동,,2328,2644010100,2644051000,264404000000.0,대저로274번길,35,128.9819832,35.2115154,마라348916,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000000412,장소,문화시설,10261403,CU,기장으뜸점,,90704,CU,2.67103e+18,부산광역시,기장군,기장읍,대라리,57,2671025026,2671025000,267103000000.0,차성동로,63,129.2164041,35.2434017,마라561955,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000000413,장소,문화시설,10261413,CU,사직제일점,,90704,CU,2.62601e+18,부산광역시,동래구,사직동,,48-21,2626010900,2626058000,262603000000.0,사직북로,32,129.0602629,35.1986607,마라420903,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000000414,장소,문화시설,10261414,CU,안락병원점,,90704,CU,2.62601e+18,부산광역시,동래구,안락동,,769-8,2626010200,2626074000,262604000000.0,충렬대로348번길,8,129.0958981,35.1974453,마라452902,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000000415,장소,문화시설,10261418,CU,쥬디스본관점,,90704,CU,2.62301e+18,부산광역시,부산진구,부전동,,190-1,2623010300,2623052000,262304000000.0,서전로10번길,69,129.0600199,35.1548277,마라420855,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000000416,장소,문화시설,10261419,CU,부산진포돌이점,,90704,CU,2.62301e+18,부산광역시,부산진구,부전동,,414-5,2623010300,2623051000,262304000000.0,부전로111번길,14,129.0539527,35.1600157,마라415860,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000000417,장소,문화시설,10261420,CU,서면우정점,,90704,CU,2.62301e+18,부산광역시,부산진구,부전동,,523-1,2623010300,2623052000,262304000000.0,부전로20번길,19,129.0566839,35.1527487,마라417852,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000000418,장소,문화시설,10261423,CU,서면쌍용점,,90704,CU,2.62301e+18,부산광역시,부산진구,전포동,,683-11,2623010200,2623060000,262303000000.0,동천로,70,129.062593,35.1550145,마라423855,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000000419,장소,문화시설,10261425,CU,초읍대공원점,,90704,CU,2.62301e+18,부산광역시,부산진구,초읍동,,171-2,2623010700,2623055000,262303000000.0,성지로,160,129.0473822,35.1824006,마라408885,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000000420,장소,문화시설,10261427,CU,구포나현점,,90704,CU,2.63201e+18,부산광역시,북구,구포동,,700-148,2632010500,2632051000,263203000000.0,시랑로,38,129.0043773,35.2023006,마라369906,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000000421,장소,문화시설,10261429,CU,금곡스마일점,,90704,CU,2.63201e+18,부산광역시,북구,금곡동,,1224-2,2632010100,2632053000,263202000000.0,금곡대로,432,129.0131421,35.2470498,마라376956,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000000422,장소,문화시설,10261432,CU,화명중앙점,,90704,CU,2.63201e+18,부산광역시,북구,화명동,,Feb-69,2632010200,2632054300,263204000000.0,금곡대로303번길,12,129.0130526,35.2356775,마라376944,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000000423,장소,문화시설,10261433,CU,감전공단점,,90704,CU,2.65301e+18,부산광역시,사상구,감전동,,165-1,2653010500,2653064500,265304000000.0,새벽로121번길,103,128.976735,35.1528202,마라345851,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000000424,장소,문화시설,10261434,CU,괘법중앙점,,90704,CU,2.65301e+18,부산광역시,사상구,괘법동,,827-3,2653010400,2653062000,265304000000.0,사상로238번길,13,128.9835903,35.1661583,마라351866,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000000425,장소,문화시설,10261443,CU,감천스마일점,,90704,CU,2.63801e+18,부산광역시,사하구,감천동,,648-10,2638010800,2638062000,263803000000.0,감천로,45,128.9976405,35.0910291,마라365783,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000000472,장소,문화시설,10261556,CU,장림삼거리점,,90704,CU,2.63801e+18,부산광역시,사하구,장림동,,808-60,2638010500,2638058000,263804000000.0,장림시장5길,2,128.965156,35.0810616,마라335771,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000000473,장소,문화시설,10261561,CU,동대신역점,,90704,CU,2.61401e+18,부산광역시,서구,서대신동1가,,52-16,2614010400,2614054000,261403000000.0,구덕로,281,129.0181564,35.1091011,마라383803,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000000474,장소,문화시설,10261563,CU,복음병원점,,90704,CU,2.61401e+18,부산광역시,서구,암남동,,62-48,2614012400,2614068000,261403000000.0,감천로,255,129.0160281,35.0815663,마라382773,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000000475,장소,문화시설,10261569,CU,민락해변점,,90704,CU,2.65001e+18,부산광역시,수영구,민락동,,176-14,2650010300,2650080000,265003000000.0,광안해변로,273,129.1235864,35.1558647,마라478857,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000000476,장소,문화시설,10261571,CU,연산아시아드점,,90704,CU,2.64701e+18,부산광역시,연제구,연산동,,1143-18,2647010200,2647069000,264703000000.0,월드컵대로,153,129.0793878,35.1866041,마라438890,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000000477,장소,문화시설,10261573,CU,영도대교점,,90704,CU,2.62001e+18,부산광역시,영도구,대교동1가,,112-2,2620010100,2620053000,262004000000.0,절영로36번길,2,129.039076,35.0914615,마라402784,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000000478,장소,문화시설,10261574,CU,영도모닝점,,90704,CU,2.62001e+18,부산광역시,영도구,대교동2가,,112-2,2620010200,2620053000,262004000000.0,태종로100번길,3,129.0417902,35.0912155,마라405784,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000000479,장소,문화시설,10261576,CU,영도해동점,,90704,CU,2.62001e+18,부산광역시,영도구,영선동1가,,9,2620010800,2620054000,262004000000.0,절영로13번길,64,129.0433847,35.091822,마라406785,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000000480,장소,문화시설,10261580,CU,중앙대림점,,90704,CU,2.61101e+18,부산광역시,중구,중앙동4가,,78-24,2611010700,2611051000,261104000000.0,중앙대로132번길,7,129.0381188,35.1090951,마라401804,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000000481,장소,문화시설,10261585,CU,해운대엔젤점,,90704,CU,2.63501e+18,부산광역시,해운대구,우동,,544-14,2635010500,2635051000,263504000000.0,구남로30번길,10,129.160023,35.161239,마라511863,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000000482,장소,문화시설,10261586,CU,해운대비치점,,90704,CU,2.63501e+18,부산광역시,해운대구,우동,,541-5,2635010500,2635051000,263504000000.0,구남로18번길,24,129.1587889,35.1618704,마라510864,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000000483,장소,문화시설,10261587,CU,하이페리온점,,90704,CU,2.63501e+18,부산광역시,해운대구,우동,,1434-2,2635010500,2635052500,263503000000.0,마린시티1로,155,129.1484567,35.1569628,마라501858,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000000484,장소,문화시설,10261589,CU,온누리점,,90704,CU,2.63501e+18,부산광역시,해운대구,좌동,,1270-1,2635010700,2635055300,263503000000.0,좌동순환로,80,129.1676355,35.1734556,마라518877,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000000485,장소,문화시설,10261592,CU,신도시점,,90704,CU,2.63501e+18,부산광역시,해운대구,좌동,,1443-2,2635010700,2635055200,263503000000.0,좌동순환로,301,129.18327,35.1691714,마라532872,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000000486,장소,문화시설,10261596,CU,대동사거리점,,90704,CU,2.63501e+18,부산광역시,해운대구,좌동,,1407-2,2635010700,2635055400,263503000000.0,좌동순환로,173,129.1752917,35.1781762,마라525882,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000000487,장소,문화시설,10261600,CU,두산위브점,,90704,CU,2.63501e+18,부산광역시,해운대구,좌동,,1475-1,2635010700,2635055200,263503000000.0,양운로,55,129.1763277,35.1682806,마라526871,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000000488,장소,문화시설,10261601,CU,장산햇별점,,90704,CU,2.63501e+18,부산광역시,해운대구,좌동,,1465-4,2635010700,2635055100,263504000000.0,세실로69번길,5,129.1765223,35.1709073,마라526874,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000000489,장소,문화시설,10261603,CU,쌍용투윈점,,90704,CU,2.63501e+18,부산광역시,해운대구,좌동,,1460-2,2635010700,2635055100,263503000000.0,양운로,88,129.1753562,35.1706382,마라525874,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000000490,장소,문화시설,10261604,CU,까르띠움점,,90704,CU,2.63501e+18,부산광역시,해운대구,좌동,,1459-5,2635010700,2635055100,263502000000.0,해운대로,785,129.1745817,35.1688545,마라525872,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000000491,장소,문화시설,10261605,CU,대림아크로텔점,,90704,CU,2.63501e+18,부산광역시,해운대구,좌동,,1473-1,2635010700,2635055200,263502000000.0,해운대로,790,129.1751147,35.168491,마라525871,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000000537,장소,문화시설,10261720,CU,웰비치점,,90704,CU,2.63501e+18,부산광역시,해운대구,중동,,1768-4,2635010600,2635053000,263503000000.0,좌동순환로,503,129.1684775,35.1654272,마라519868,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000000538,장소,문화시설,10261721,CU,해운대팔레드시즈점,,90704,CU,2.63501e+18,부산광역시,해운대구,중동,,1124-2,2635010600,2635053000,263504000000.0,해운대해변로298번길,24,129.1665767,35.1602128,마라517862,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000000644,장소,문화시설,10262018,CU,거제뉴장승포점,,90704,CU,4.83101e+18,경상남도,거제시,능포동,,710-3,4831010100,4831053000,483105000000.0,옥수로1길,3,128.7308796,34.8745298,마라124540,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000000645,장소,문화시설,10262021,CU,거제해금강점,,90704,CU,4.83101e+18,경상남도,거제시,고현동,,997-5,4831010900,4831058000,483103000000.0,중곡로,15,128.6302244,34.8940918,마라032560,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000000646,장소,문화시설,10262022,CU,거제시티점,,90704,CU,4.83101e+18,경상남도,거제시,고현동,,961-119,4831010900,4831058000,483105000000.0,거제중앙로23길,16,128.621739,34.8874027,마라025553,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000000647,장소,문화시설,10262024,CU,거제신현점,,90704,CU,4.83101e+18,경상남도,거제시,고현동,,961-33,4831010900,4831058000,483105000000.0,거제중앙로26길,5,128.6232372,34.889105,마라026555,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000000648,장소,문화시설,10262027,CU,거제계룡점,,90704,CU,4.83101e+18,경상남도,거제시,상동동,,438-13,4831011000,4831059000,483103000000.0,거제중앙로,1771,128.6289972,34.8771706,마라031541,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000000649,장소,문화시설,10262028,CU,거제수월점,,90704,CU,4.83101e+18,경상남도,거제시,수월동,,1140,4831011400,4831060000,483103000000.0,수양로,433,128.6422433,34.8911043,마라043557,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000000650,장소,문화시설,10262032,CU,지중해점,,90704,CU,4.83101e+18,경상남도,거제시,장평동,,31-15,4831010800,4831057000,483103000000.0,장평로,28,128.6144138,34.891331,마라018557,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000000651,장소,문화시설,10262033,CU,거제신정점,,90704,CU,4.83101e+18,경상남도,거제시,장평동,,1195-3,4831010800,4831057000,483105000000.0,장평로4길,18,128.6144157,34.8929084,마라018559,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000000652,장소,문화시설,10262034,CU,장평행복점,,90704,CU,4.83101e+18,경상남도,거제시,장평동,,1200,4831010800,4831057000,483103000000.0,장평1로,53,128.6145473,34.8943618,마라018560,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000000653,장소,문화시설,10262039,CU,거창대동점,,90704,CU,4.88803e+18,경상남도,거창군,거창읍,대동리,702,4888025023,4888025000,488802000000.0,거창대로,93,127.9147325,35.6899029,라마375438,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000000654,장소,문화시설,10262040,CU,거창상림점,,90704,CU,4.88803e+18,경상남도,거창군,거창읍,상림리,800,4888025021,4888025000,488805000000.0,상동길,50,127.9043842,35.68834,라마365436,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000000655,장소,문화시설,10262042,CU,당동점,,90704,CU,4.88204e+18,경상남도,고성군,거류면,당동리,173-2,4882043021,4882043000,488203000000.0,거류로,657-1,128.4046401,34.9897381,라라825664,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000000656,장소,문화시설,10262044,CU,고성명성점,,90704,CU,4.88203e+18,경상남도,고성군,고성읍,동외리,332-6,4882025024,4882025000,488203000000.0,성내로,152,128.3247902,34.9729692,라라752645,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000000657,장소,문화시설,10262053,CU,김해나전점,,90704,CU,4.82504e+18,경상남도,김해시,생림면,나전리,574-4,4825035021,4825035000,482503000000.0,상동로,01월 01일,128.8779509,35.2979549,마마252011,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000000658,장소,문화시설,10262054,CU,생림봉림점,,90704,CU,4.82504e+18,경상남도,김해시,생림면,봉림리,633-3,4825035023,4825035000,482503000000.0,봉림로,30,128.849189,35.3270153,마마226043,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000000659,장소,문화시설,10262055,CU,김해활천점,,90704,CU,4.82501e+18,경상남도,김해시,어방동,,1131-8,4825011800,4825058000,482505000000.0,인제로91번길,8,128.9036159,35.2367774,마라277943,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000000660,장소,문화시설,10262058,CU,동김해점,,90704,CU,4.82501e+18,경상남도,김해시,어방동,,522-8,4825011800,4825058000,482505000000.0,인제로170번길,09월 26일,128.9052964,35.2450172,마라278953,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000000661,장소,문화시설,10262062,CU,장유대청점,,90704,CU,4.82501e+18,경상남도,김해시,대청동,,Aug-56,4825012900,4825062000,482505000000.0,번화1로67번길,2,128.7996411,35.1935483,마라183894,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000000684,장소,문화시설,10262119,CU,장유신도시점,,90704,CU,4.82501e+18,경상남도,김해시,대청동,,Jun-64,4825012900,4825062000,482505000000.0,번화1로76번길,15,128.8012223,35.1947003,마라184895,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000000685,장소,문화시설,10262124,CU,두원켐테크점,,90704,CU,4.82503e+18,경상남도,김해시,진영읍,본산리,303-1,4825025028,4825025000,482503000000.0,본산로,200,128.7474121,35.3158947,마마133029,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000000686,장소,문화시설,10262128,CU,남해수정점,,90704,CU,4.88403e+18,경상남도,남해군,남해읍,북변리,125-15,4884025021,4884025000,488403000000.0,화전로,Mar-75,127.8939491,34.8380251,라라360493,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000000687,장소,문화시설,10262129,CU,남해점,,90704,CU,4.88403e+18,경상남도,남해군,남해읍,북변리,212-3,4884025021,4884025000,488405000000.0,화전로78번길,9,127.8950802,34.8382997,라라361493,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000000688,장소,문화시설,10262131,CU,마산삼계점,,90704,CU,4.81273e+18,경상남도,창원시마산회원구,내서읍,삼계리,06월 22일,4812725028,4812725000,481275000000.0,삼계4길,29,128.5035869,35.2335816,라라913935,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000000689,장소,문화시설,10262135,CU,마산M호텔점,,90704,CU,4.81251e+18,경상남도,창원시마산합포구,동성동,,315,4812511100,4812563000,481252000000.0,해안대로,367,128.5796424,35.2036599,라라982903,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000000690,장소,문화시설,10262136,CU,봉암공단점,,90704,CU,4.81271e+18,경상남도,창원시마산회원구,봉암동,,666-64,4812710300,4812762000,481275000000.0,봉암공단3길,120,128.6049704,35.212258,마라005913,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000000691,장소,문화시설,10262137,CU,마산용마점,,90704,CU,4.81251e+18,경상남도,창원시마산합포구,산호동,,19-35,4812511800,4812565000,481255000000.0,산호북3길,23,128.5846838,35.2173948,라라987918,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000000692,장소,문화시설,10262140,CU,마산자산점,,90704,CU,4.81251e+18,경상남도,창원시마산합포구,자산동,,299-26,4812514000,4812558000,481255000000.0,자산남4길,1,128.5660276,35.2027408,라라970902,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000000693,장소,문화시설,10262145,CU,마산해운점,,90704,CU,4.81252e+18,경상남도,창원시마산합포구,해운동,,Oct-42,4812515800,4812553000,481253000000.0,월영동로,11,128.5631528,35.1796446,라라968876,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000000694,장소,문화시설,10262148,CU,밀양역광장점,,90704,CU,4.82701e+18,경상남도,밀양시,가곡동,,447-1,4827010800,4827054000,482703000000.0,중앙로,56,128.7714245,35.4734425,마마153204,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000000695,장소,문화시설,10262149,CU,밀양터미널점,,90704,CU,4.82701e+18,경상남도,밀양시,내이동,,1180-12,4827010200,4827052000,482705000000.0,내이4길,01월 15일,128.7442281,35.4993772,마마128233,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000000696,장소,문화시설,10262154,CU,밀양삼문점,,90704,CU,4.82701e+18,경상남도,밀양시,삼문동,,221-8,4827010400,4827053000,482705000000.0,삼문중앙로6길,Mar-34,128.7542473,35.487725,마마137220,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000000697,장소,문화시설,10262159,CU,사천벌리점,,90704,CU,4.82401e+18,경상남도,사천시,벌리동,,254-8,4824010800,4824055000,482403000000.0,주공로,13,128.0862511,34.9395688,라라535606,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000000698,장소,문화시설,10262161,CU,사천바다점,,90704,CU,4.82401e+18,경상남도,사천시,선구동,,41-43,4824010300,4824052000,482403000000.0,중앙로,01월 16일,128.0739904,34.9280065,라라524593,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000000699,장소,문화시설,10262167,CU,산막공단점,,90704,CU,4.83301e+18,경상남도,양산시,북정동,,178,4833010700,4833052000,483303000000.0,산막공단로,16,129.0468763,35.3706362,마마405094,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000000700,장소,문화시설,10262170,CU,양산신도시점,,90704,CU,4.83301e+18,경상남도,양산시,중부동,,668-1,4833010300,4833051500,483305000000.0,양주1길,23,129.0304153,35.3410971,마마390061,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000000701,장소,문화시설,10262171,CU,양산동해점,,90704,CU,4.83301e+18,경상남도,양산시,중부동,,679-23,4833010300,4833051500,483305000000.0,양주2길,01월 20일,129.0297271,35.3395089,마마390059,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000000730,장소,문화시설,10262232,CU,경대후문점,,90704,CU,4.81701e+18,경상남도,진주시,가좌동,,1446-7,4817013100,4817074000,481705000000.0,가좌길,18,128.1058755,35.1563182,라라551847,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000000731,장소,문화시설,10262233,CU,진주가좌점,,90704,CU,4.81701e+18,경상남도,진주시,가좌동,,1439-1,4817013100,4817074000,481705000000.0,가좌길,52,128.105485,35.1585279,라라551849,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000000732,장소,문화시설,10262234,CU,진주동문점,,90704,CU,4.81701e+18,경상남도,진주시,강남동,,127,4817010300,4817051500,481705000000.0,망경로298번길,4,128.0856908,35.1852274,라라533879,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000000733,장소,문화시설,10262242,CU,진주시청점,,90704,CU,4.81701e+18,경상남도,진주시,상대동,,282-7,4817011900,4817067300,481703000000.0,솔밭로,140,128.1069903,35.1815536,라라552875,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000000734,장소,문화시설,10262247,CU,진주초전점,,90704,CU,4.81701e+18,경상남도,진주시,초전동,,803-3,4817012200,4817069500,481705000000.0,대신로457번길,14,128.1146926,35.2014415,라라559897,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000000735,장소,문화시설,10262251,CU,의대칠암점,,90704,CU,4.81701e+18,경상남도,진주시,칠암동,,491-41,4817010400,4817051500,481705000000.0,동진로20번길,31,128.095073,35.1781205,라라541871,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000000736,장소,문화시설,10262253,CU,진주파란하늘점,,90704,CU,4.81701e+18,경상남도,진주시,평거동,,723-4,4817012600,4817073000,481705000000.0,진양호로115번길,11,128.05177,35.1684354,라라502860,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000000737,장소,문화시설,10262254,CU,진주신평점,,90704,CU,4.81701e+18,경상남도,진주시,평거동,,785-9,4817012600,4817071000,481705000000.0,평거로14번길,13,128.0640592,35.1712352,라라513863,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000000738,장소,문화시설,10262255,CU,진주평거점,,90704,CU,4.81701e+18,경상남도,진주시,평거동,,200-1,4817012600,4817071000,481705000000.0,평거로9번길,18,128.0618028,35.1731121,라라511865,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000000739,장소,문화시설,10262257,CU,진주엠비씨점,,90704,CU,4.81701e+18,경상남도,진주시,호탄동,,961-31,4817013200,4817074000,481703000000.0,가호로,46,128.1112319,35.1635804,라라556855,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
