ID,LCLAS_NM,MLSFC_NM,POI_ID,POI_NM,BHF_NM,ASSTN_NM,CL_CD,CL_NM,PNU,CTPRVN_NM,SIGNGU_NM,LEGALDONG_NM,LI_NM,LNBR_NO,LEGALDONG_CD,ADSTRD_CD,RDNMADR_CD,RDNMADR_NM,BULD_NO,LC_LO,LC_LA,GID_CD,LAST_CHG_DE,ORIGIN_NM,FILE_NM,BASE_DE
KCDLCPO25N000052491,장소,문화시설,20402280,GS25,하동연화점,,90702,GS25,4.88503e+18,경상남도,하동군,하동읍,읍내리,105-21,4885025021,4885025000,488505000000.0,연화길,14,127.7528327,35.072191,라라230752,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000052492,장소,문화시설,20402281,GS25,하동점,,90702,GS25,4.88503e+18,경상남도,하동군,하동읍,광평리,276-7,4885025022,4885025000,488502000000.0,경서대로,110,127.748476,35.065124,라라226744,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000052493,장소,문화시설,20402283,GS25,한내공단점,,90702,GS25,4.83104e+18,경상남도,거제시,연초면,한내리,Jan-38,4831037021,4831037000,483103000000.0,연하해안로,711,128.6068257,34.9254165,마라010595,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000052494,장소,문화시설,20402284,GS25,한내중앙점,,90702,GS25,4.83104e+18,경상남도,거제시,연초면,한내리,564-2,4831037021,4831037000,483103000000.0,연하해안로,814,128.6006375,34.9329096,마라005603,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000052495,장소,문화시설,20402289,GS25,함안자이점,,90702,GS25,4.87303e+18,경상남도,함안군,칠원읍,오곡리,01월 01일,4873025325,4873025300,487305000000.0,호암길,11,128.5223416,35.275142,라라929982,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000052496,장소,문화시설,20402290,GS25,함안칠원점,,90702,GS25,4.87303e+18,경상남도,함안군,칠원읍,예곡리,400-12,4873025326,4873025300,487302000000.0,경남대로,1512,128.5317354,35.2750963,라라938982,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000052497,장소,문화시설,20402293,GS25,합성로점,,90702,GS25,4.81271e+18,경상남도,창원시마산회원구,합성동,,265-1,4812710600,4812759000,481275000000.0,합성남3길,38,128.5853875,35.2387596,라라987942,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000052498,장소,문화시설,20402294,GS25,합성서로점,,90702,GS25,4.81271e+18,경상남도,창원시마산회원구,합성동,,122-1,4812710600,4812758000,481275000000.0,합성서3길,11,128.5843828,35.2420193,라라986946,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000052499,장소,문화시설,20402295,GS25,합성중앙점,,90702,GS25,4.81271e+18,경상남도,창원시마산회원구,합성동,,125-5,4812710600,4812759000,481275000000.0,합성옛길,126,128.583059,35.237287,라라985940,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000052501,장소,문화시설,20402298,GS25,합천옥산점,,90702,GS25,4.88903e+18,경상남도,합천군,합천읍,합천리,479-9,4889025021,4889025000,488903000000.0,옥산로,34,128.1587917,35.5685406,라마596304,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000052502,장소,문화시설,20402299,GS25,합천중앙점,,90702,GS25,4.88903e+18,경상남도,합천군,합천읍,합천리,850-3,4889025021,4889025000,488903000000.0,중앙로,21,128.1578977,35.5625607,라마596298,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000052503,장소,문화시설,20402300,GS25,혁신LH점,,90702,GS25,4.81701e+18,경상남도,진주시,충무공동,,230,4817013700,4817075000,481703000000.0,사들로,126,128.1484393,35.1786695,라라590872,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000052504,장소,문화시설,20402302,GS25,호탄원룸점,,90702,GS25,4.81701e+18,경상남도,진주시,호탄동,,615-3,4817013200,4817074000,481705000000.0,호탄길21번길,9,128.11525,35.16315,라라560854,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000052505,장소,문화시설,20402304,GS25,회원대로점,,90702,GS25,4.81271e+18,경상남도,창원시마산회원구,회원동,,651-2,4812710800,4812752000,481275000000.0,회원서11길,1,128.560449,35.217068,라라965918,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000052506,장소,문화시설,20402306,GS25,효성3공장점,,90702,GS25,4.81231e+18,경상남도,창원시성산구,웅남동,,Jan-43,4812312900,4812357000,481233000000.0,공단로,303,128.65873,35.21318,마라054914,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000052507,장소,문화시설,20402310,GS25,양산반도5차점,,90702,GS25,4.83303e+18,경상남도,양산시,동면,석산리,1447-4,4833031026,4833031000,483305000000.0,금오16길,122,129.0249231,35.3211238,마마386039,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000052508,장소,문화시설,20402311,GS25,와현해변점,,90702,GS25,4.83103e+18,경상남도,거제시,일운면,와현리,425-37,4831031023,4831031000,483105000000.0,와현해변길,16,128.706451,34.813905,마라103472,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000052509,장소,문화시설,20402312,GS25,창원남양점,,90702,GS25,4.81231e+18,경상남도,창원시성산구,남양동,,23,4812313300,4812355000,481233000000.0,가양로,97,128.7038191,35.2091634,마라095910,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000052510,장소,문화시설,20402313,GS25,창원다운점,,90702,GS25,4.81231e+18,경상남도,창원시성산구,신월동,,93,4812313600,4812351500,481233000000.0,신사로,14,128.6871414,35.2265891,마라080930,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000052511,장소,문화시설,20402314,GS25,창원대방점,,90702,GS25,4.81231e+18,경상남도,창원시성산구,대방동,,376,4812310500,4812354000,481235000000.0,창이대로901번길,30,128.7104733,35.205328,마라101906,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000052782,장소,문화시설,20402704,GS25,진주칠암강변점,,90702,GS25,4.81701e+18,경상남도,진주시,칠암동,,527-1,4817010400,4817051500,481705000000.0,강남로177번길,07월 02일,128.0944172,35.1836543,라라541877,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000052788,장소,문화시설,20402711,GS25,진주혁신9단지점,,90702,GS25,4.81701e+18,경상남도,진주시,충무공동,,302,4817013700,4817075000,481703000000.0,사들로,13,128.1450361,35.1703363,라라587863,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000052821,장소,문화시설,20402756,GS25,진해해군마린점,,90702,GS25,4.81291e+18,경상남도,창원시진해구,태평동,,58,4812910700,4812953000,481295000000.0,태평로76번길,4,128.6669802,35.1452098,마라063839,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000052836,장소,문화시설,20402782,GS25,창원대산글로벌점,,90702,GS25,4.81213e+18,경상남도,창원시의창구,대산면,가술리,707-1,4812132024,4812132000,481213000000.0,가술산단남로,41,128.7017473,35.3321183,마마092047,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000052899,장소,문화시설,20402880,GS25,창원용지더샵점,,90702,GS25,4.81231e+18,경상남도,창원시성산구,용호동,,69,4812313500,4812351500,481233000000.0,외동반림로,160,128.6741637,35.2327108,마라068936,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000053144,장소,문화시설,20403245,GS25,만덕삼보1호점,,90702,GS25,2.63201e+18,부산광역시,북구,만덕동,,437-1,2632010300,2632057100,263202000000.0,만덕대로,327,129.0404426,35.2136952,마라402920,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000053150,장소,문화시설,20403255,GS25,부산가락점,,90702,GS25,2.64401e+18,부산광역시,강서구,범방동,,07월 17일,2644011600,2644056000,264402000000.0,가락대로,989,128.885331,35.158482,마라261856,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000053151,장소,문화시설,20403255,GS25,부산가락점,,90702,GS25,2.64401e+18,부산광역시,강서구,범방동,,07월 17일,2644011600,2644056000,264402000000.0,가락대로,989,128.885331,35.158482,마라261856,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000053154,장소,문화시설,20403261,GS25,사하구평점,,90702,GS25,2.63801e+18,부산광역시,사하구,구평동,,217,2638010700,2638061000,263803000000.0,감천항로,187,128.9907,35.0762083,마라359766,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000053181,장소,문화시설,20403299,GS25,진주문산삼곡점,,90702,GS25,4.81703e+18,경상남도,진주시,문산읍,삼곡리,1213-11,4817025023,4817025000,481703000000.0,월아산로,1048,128.1646812,35.1648438,라라605857,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000053190,장소,문화시설,20403325,GS25,경상대학사점,,90702,GS25,4.81701e+18,경상남도,진주시,가좌동,,900,4817013100,4817074000,481702000000.0,진주대로,501,128.0985941,35.1538877,라라545844,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000053193,장소,문화시설,20403341,GS25,S부산자갈치역점,,90702,GS25,2.61101e+18,부산광역시,중구,남포동6가,,117-1,2611014100,2611058000,261103000000.0,구덕로,80,129.0270655,35.0974315,마라391791,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000053196,장소,문화시설,20403348,GS25,기장의학원위성점,,90702,GS25,2.67103e+18,부산광역시,기장군,장안읍,좌동리,591,2671025324,2671025300,267104000000.0,좌동길,40,129.2435492,35.3214002,마마584042,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000053198,장소,문화시설,20403360,GS25,동의과학대점,,90702,GS25,2.62301e+18,부산광역시,부산진구,양정동,,429-19,2623010100,2623056000,262303000000.0,양지로,54,129.07265,35.166,마라432867,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000053208,장소,문화시설,20403378,GS25,통영유수안점,,90702,GS25,4.82201e+18,경상남도,통영시,미수동,,969,4822011500,4822066500,482203000000.0,미수해안로,38,128.4078115,34.8295015,라라830486,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000053236,장소,문화시설,20403428,GS25,파크푸르지오점,,90702,GS25,2.62901e+18,부산광역시,남구,대연동,,1893,2629010600,2629054000,262903000000.0,홍곡로,360,129.0908303,35.1253033,마라449822,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000053248,장소,문화시설,20403443,GS25,S서면역점,,90702,GS25,2.62301e+18,부산광역시,부산진구,부전동,,573-1,2623010300,2623052000,262302000000.0,중앙대로,730,129.0584455,35.1576551,마라419858,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000053252,장소,문화시설,20403449,GS25,S장산역점,,90702,GS25,2.63501e+18,부산광역시,해운대구,좌동,,1491,2635010700,2635055200,263502000000.0,해운대로,820,129.1775311,35.1701428,마라527873,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000053254,장소,문화시설,20403451,GS25,S토성역점,,90702,GS25,2.61401e+18,부산광역시,서구,토성동3가,,11월 03일,2614011400,2614064000,261403000000.0,구덕로,170,129.0198879,35.1006082,마라385794,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000053270,장소,문화시설,20403474,GS25,거제구조라점,,90702,GS25,4.83103e+18,경상남도,거제시,일운면,구조라리,41,4831031022,4831031000,483103000000.0,구조라로,12,128.6960531,34.8073532,마라094465,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000053271,장소,문화시설,20403475,GS25,거제덕포비치점,,90702,GS25,4.83101e+18,경상남도,거제시,덕포동,,363,4831010700,4831056000,483105000000.0,덕포5길,32,128.7106791,34.9116638,마라105581,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000053272,장소,문화시설,20403477,GS25,거제상동벽산점,,90702,GS25,4.83101e+18,경상남도,거제시,상동동,,Sep-54,4831011000,4831059000,483105000000.0,상동5길,117-50,128.6343527,34.860624,마라036523,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000053273,장소,문화시설,20403478,GS25,거제아델하임점,,90702,GS25,4.83103e+18,경상남도,거제시,거제면,서정리,731-37,4831034026,4831034000,483103000000.0,거제남서로,3466,128.586441,34.8494719,라라993510,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000053287,장소,문화시설,20403503,GS25,고성동외점,,90702,GS25,4.88203e+18,경상남도,고성군,고성읍,동외리,580-1,4882025024,4882025000,488203000000.0,동외로,Mar-37,128.3312742,34.9661874,라라758637,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000053292,장소,문화시설,20403509,GS25,고현행복점,,90702,GS25,4.83101e+18,경상남도,거제시,고현동,,189-1,4831010900,4831058000,483103000000.0,동문천로,38,128.6251063,34.8819262,마라028547,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000053319,장소,문화시설,20403548,GS25,괴정한일점,,90702,GS25,2.63801e+18,부산광역시,사하구,괴정동,,350-38,2638010100,2638052000,263803000000.0,오작로,145,129.0058657,35.1039136,마라372797,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000053326,장소,문화시설,20403563,GS25,구포포천점,,90702,GS25,2.63201e+18,부산광역시,북구,구포동,,1227-8,2632010500,2632052100,263203000000.0,시랑로,103,129.0074577,35.1968806,마라372901,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000053351,장소,문화시설,20403605,GS25,뉴강서역점,,90702,GS25,2.64401e+18,부산광역시,강서구,대저1동,,May-42,2644010100,2644051000,264403000000.0,대저로,275,128.9821782,35.2128024,마라349918,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000053352,장소,문화시설,20403606,GS25,뉴무거파크점,,90702,GS25,3.11401e+18,울산광역시,남구,무거동,,578-1,3114010100,3114059500,311404000000.0,대학로37번길,11,129.254912,35.539967,마마590285,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000053388,장소,문화시설,20403661,GS25,뉴괴정일번지점,,90702,GS25,2.63801e+18,부산광역시,사하구,괴정동,,400-22,2638010100,2638053000,263804000000.0,사리로7번길,27,128.9985793,35.0997483,마라365793,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000053390,장소,문화시설,20403663,GS25,뉴부산시청점,,90702,GS25,2.64701e+18,부산광역시,연제구,연산동,,1503-10,2647010200,2647069000,264704000000.0,시청로32번길,4,129.0740496,35.1817748,마라433885,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000053395,장소,문화시설,20403670,GS25,다운제일점,,90702,GS25,3.11101e+18,울산광역시,중구,다운동,,576-1,3111011200,3111061000,311104000000.0,구루미7길,81,129.2700125,35.5598541,마마604307,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000053422,장소,문화시설,20403706,GS25,대림쌍용점,,90702,GS25,2.63201e+18,부산광역시,북구,화명동,,2306,2632010200,2632054300,263203000000.0,화명신도시로,37,129.0092163,35.2277207,마라373935,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000053462,장소,문화시설,20403775,GS25,마산두산점,,90702,GS25,4.81252e+18,경상남도,창원시마산합포구,해운동,,38,4812515800,4812553000,481255000000.0,월영동6길,35,128.56195,35.1786266,라라966875,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000053463,장소,문화시설,20403777,GS25,마산진전점,,90702,GS25,4.81253e+18,경상남도,창원시마산합포구,진전면,오서리,655-1,4812534030,4812534000,481252000000.0,남해안대로,4504-18,128.4165619,35.0997739,라라835786,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000053465,장소,문화시설,20403780,GS25,만덕도서관점,,90702,GS25,2.63201e+18,부산광역시,북구,만덕동,,849,2632010300,2632057200,263203000000.0,은행나무로,15,129.0376036,35.2081055,마라399913,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000053469,장소,문화시설,20403786,GS25,하단리안점,,90702,GS25,2.63801e+18,부산광역시,사하구,하단동,,1218,2638010300,2638056100,263803000000.0,동매로,117,128.971245,35.1019391,마라340795,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000053471,장소,문화시설,20403788,GS25,명장삼거리점,,90702,GS25,2.62601e+18,부산광역시,동래구,명장동,,05월 24일,2626010100,2626076200,262603000000.0,시실로,206,129.1007722,35.206177,마라457912,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000053488,장소,문화시설,20403812,GS25,밀양표충사점,,90702,GS25,4.82704e+18,경상남도,밀양시,단장면,구천리,642-5,4827035032,4827035000,482703000000.0,표충로,1000,128.9234636,35.5234966,마마290262,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000053490,장소,문화시설,20403814,GS25,반지사거리점,,90702,GS25,4.81231e+18,경상남도,창원시성산구,반지동,,Sep-90,4812312400,4812351000,481233000000.0,반지로,3,128.6591225,35.239273,마라054943,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000053497,장소,문화시설,20403825,GS25,범서원룸점,,90702,GS25,3.17103e+18,울산광역시,울주군,범서읍,구영리,131-5,3171025927,3171025900,317103000000.0,대리로,95,129.2496435,35.5665344,마마585314,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000053512,장소,문화시설,20403848,GS25,부곡센타점,,90702,GS25,2.64101e+18,부산광역시,금정구,부곡동,,64-46,2641010900,2641059000,264104000000.0,중앙대로1793번길,50,129.0915213,35.2426907,마라448953,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000053513,장소,문화시설,20403849,GS25,부관훼리점,,90702,GS25,2.61101e+18,부산광역시,중구,중앙동4가,,03월 15일,2611010700,2611051000,261102000000.0,충장대로,24,129.0408156,35.1034932,마라404797,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000053536,장소,문화시설,20403882,GS25,사상문화점,,90702,GS25,2.65301e+18,부산광역시,사상구,괘법동,,565-15,2653010400,2653062000,265304000000.0,광장로20번길,13,128.97867,35.16199,마라346861,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000053539,장소,문화시설,20403885,GS25,사천드림점,,90702,GS25,4.82401e+18,경상남도,사천시,벌리동,,12월 22일,4824010800,4824055000,482405000000.0,벌용길,82,128.079094,34.9446529,라라528612,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000053540,장소,문화시설,20403886,GS25,사천정의드림점,,90702,GS25,4.82403e+18,경상남도,사천시,사천읍,정의리,Mar-48,4824025022,4824025000,482403000000.0,구암두문로,40,128.0911571,35.0869891,라라538770,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000053541,장소,문화시설,20403887,GS25,사천행운점,,90702,GS25,4.82403e+18,경상남도,사천시,사남면,죽천리,12월 16일,4824032021,4824032000,482403000000.0,진삼로,1111,128.075047,35.053095,라라524732,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000053544,장소,문화시설,20403893,GS25,삼문주공점,,90702,GS25,4.82501e+18,경상남도,김해시,삼문동,,Mar-61,4825012800,4825062000,482503000000.0,번화2로,101,128.8021196,35.1975029,마라185899,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000053547,장소,문화시설,20403898,GS25,한화리조트거제점,,90702,GS25,4.83104e+18,경상남도,거제시,장목면,농소리,25,4831039023,4831039000,483103000000.0,거제북로,2501-40,128.7116102,35.0080459,마라105687,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000053559,장소,문화시설,20403907,GS25,상남교보점,,90702,GS25,4.81231e+18,경상남도,창원시성산구,상남동,,Mar-78,4812312700,4812353000,481232000000.0,중앙대로,104,128.680608,35.223709,마라074926,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000053560,장소,문화시설,20403908,GS25,함안성내남점,,90702,GS25,4.87303e+18,경상남도,함안군,가야읍,도항리,327-2,4873025024,4873025000,487305000000.0,성내남길,199-6,128.3996368,35.2742693,라라818980,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000053575,장소,문화시설,20403928,GS25,서부명덕점,,90702,GS25,3.11701e+18,울산광역시,동구,서부동,,113-104,3117010800,3117059000,311704000000.0,명덕3길,30,129.4307137,35.523954,마마750270,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000053579,장소,문화시설,20403933,GS25,합천초계점,,90702,GS25,4.88904e+18,경상남도,합천군,초계면,초계리,06월 24일,4889036022,4889036000,488903000000.0,초계중앙로,84,128.2692259,35.5589022,라마697294,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000053583,장소,문화시설,20403941,GS25,석산해강점,,90702,GS25,4.83303e+18,경상남도,양산시,동면,석산리,699-3,4833031026,4833031000,483305000000.0,석산6길,32,129.0288259,35.3157058,마마389033,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000053625,장소,문화시설,20404001,GS25,수정서로점,,90702,GS25,2.61701e+18,부산광역시,동구,수정동,,789-3,2617010200,2617057000,261703000000.0,수정서로,8,129.0423728,35.1303481,마라405827,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000053645,장소,문화시설,20404035,GS25,신평하남점,,90702,GS25,2.63801e+18,부산광역시,사하구,신평동,,607-7,2638010400,2638057200,263803000000.0,하신번영로,169,128.960025,35.0976154,마라330790,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000053653,장소,문화시설,20404047,GS25,아스티오피스텔점,,90702,GS25,2.61701e+18,부산광역시,동구,초량동,,1201-1,2617010100,2617053000,261704000000.0,중앙대로214번길,07월 08일,129.0420342,35.1165628,마라405812,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000053669,장소,문화시설,20404072,GS25,양산대동점,,90702,GS25,4.83301e+18,경상남도,양산시,중부동,,696-1,4833010300,4833051500,483303000000.0,양주로,154,129.034198,35.3367189,마마394056,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000053695,장소,문화시설,20404107,GS25,연산해피점,,90702,GS25,2.64701e+18,부산광역시,연제구,연산동,,1014-1,2647010200,2647072000,264703000000.0,고분로,116,129.0948903,35.1856827,마라452889,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000053699,장소,문화시설,20404111,GS25,연지공원점,,90702,GS25,4.82501e+18,경상남도,김해시,내동,,1070-3,4825010800,4825054000,482505000000.0,금관대로1368번길,14,128.8681633,35.2444212,마라244951,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000053700,장소,문화시설,20404112,GS25,연지원심점,,90702,GS25,2.62301e+18,부산광역시,부산진구,연지동,,168-13,2623010600,2623054000,262303000000.0,동평로,221,129.0514961,35.1696263,마라412871,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000053725,장소,문화시설,20404146,GS25,옥포대우해양점,,90702,GS25,4.83101e+18,경상남도,거제시,옥포동,,550-24,4831010600,4831055000,483105000000.0,옥포대첩로2길,44,128.691208,34.890002,마라088556,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000053726,장소,문화시설,20404147,GS25,옥포덕산점,,90702,GS25,4.83101e+18,경상남도,거제시,옥포동,,1284-3,4831010600,4831056000,483105000000.0,진목1길,6,128.6862199,34.8982214,마라083565,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000053732,장소,문화시설,20404158,GS25,용원풍림점,,90702,GS25,4.81292e+18,경상남도,창원시진해구,청안동,,472,4812916200,4812965000,481293000000.0,안청북로,37,128.806737,35.104391,마라190795,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000053738,장소,문화시설,20404175,GS25,울산DKT점,,90702,GS25,3.11401e+18,울산광역시,남구,용잠동,,492,3114011700,3114064000,311403000000.0,용잠로,353,129.37244,35.49657,마마698239,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000053739,장소,문화시설,20404176,GS25,울산UNIST2호점,,90702,GS25,3.17103e+18,울산광역시,울주군,언양읍,반연리,100,3171025333,3171025300,317104000000.0,유니스트길,50,129.1875964,35.5773216,마마529325,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000053740,장소,문화시설,20404178,GS25,울산구룡점,,90702,GS25,3.11401e+18,울산광역시,남구,삼산동,,219-5,3114010600,3114057000,311404000000.0,삼산로383번길,06월 13일,129.3496553,35.5406201,마마676287,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
