기준연도,시도,시군구,읍면동,지목,거래면적(m2),거래금(만원),계약일,지번
2025,부산광역시,중구,영주동,대,20,6600,20250730,7**
2025,부산광역시,중구,영주동,대,28,1000,20250709,2**
2025,부산광역시,중구,영주동,대,11,1310,20250508,5**
2025,부산광역시,중구,영주동,대,11,1359,20250508,5**
2025,부산광역시,중구,대창동2가,대,12,10000,20251023,3*
2025,부산광역시,중구,대창동2가,대,13,10000,20251023,4*
2025,부산광역시,중구,중앙동4가,대,347,386806,20250630,8*
2025,부산광역시,중구,중앙동4가,도로,23,4650,20250520,5*
2025,부산광역시,중구,중앙동4가,대,644,761221,20250516,8*
2025,부산광역시,중구,동광동2가,대,12,18000,20251106,*
2025,부산광역시,중구,동광동3가,주차장,169,72000,20250831,2*
2025,부산광역시,중구,동광동3가,주차장,142,104000,20250831,2*
2025,부산광역시,중구,동광동5가,대,22,3315,20250327,*
2025,부산광역시,중구,대청동1가,대,13,5564,20250520,*
2025,부산광역시,중구,대청동1가,대,13,500,20250514,*
2025,부산광역시,중구,대청동2가,대,5,5714,20250502,3*
2025,부산광역시,중구,대청동4가,대,9,193,20250424,9*
2025,부산광역시,중구,보수동1가,대,3,392,20251006,1**
2025,부산광역시,중구,부평동1가,대,74,107831,20250610,1*
2025,부산광역시,중구,부평동3가,대,7,3469,20251222,4*
2025,부산광역시,중구,부평동3가,대,45,21530,20251222,4*
2025,부산광역시,중구,신창동4가,대,248,288272,20251209,*
2025,부산광역시,중구,창선동2가,대,5,4270,20250414,2*
2025,부산광역시,중구,창선동2가,대,6,4270,20250414,2*
2025,부산광역시,중구,남포동5가,대,2,2010,20250515,*
2025,부산광역시,중구,남포동5가,대,138,139360,20250515,*
2025,부산광역시,서구,동대신동1가,대,3,882,20251203,1**
2025,부산광역시,서구,동대신동1가,대,2,400,20250901,1**
2025,부산광역시,서구,동대신동1가,대,2,241,20250808,1*
2025,부산광역시,서구,동대신동1가,대,7,843,20250808,1*
2025,부산광역시,서구,동대신동1가,대,11,1325,20250808,1*
2025,부산광역시,서구,동대신동1가,대,21,2530,20250808,1*
2025,부산광역시,서구,동대신동1가,대,4,364,20250327,3**
2025,부산광역시,서구,동대신동2가,대,165,150000,20251215,3**
2025,부산광역시,서구,동대신동2가,대,58,4123,20251112,8*
2025,부산광역시,서구,동대신동2가,대,1,260,20250710,2**
2025,부산광역시,서구,동대신동2가,대,3,780,20250710,2**
2025,부산광역시,서구,동대신동2가,대,4,1040,20250710,2**
2025,부산광역시,서구,동대신동2가,대,16,200,20250611,8*
2025,부산광역시,서구,동대신동2가,대,40,1500,20250324,1*
2025,부산광역시,서구,동대신동2가,대,60,1500,20250324,1*
2025,부산광역시,서구,동대신동2가,대,40,2000,20250324,1*
2025,부산광역시,서구,동대신동3가,대,20,2250,20251127,6*
2025,부산광역시,서구,동대신동3가,대,22,6820,20250730,3*
2025,부산광역시,서구,동대신동3가,대,1,200,20250305,4**
2025,부산광역시,서구,동대신동3가,대,4,648,20250109,2*
2025,부산광역시,서구,서대신동2가,전,792,15000,20251125,4**
2025,부산광역시,서구,서대신동2가,대,14,2730,20250715,4**
2025,부산광역시,서구,서대신동2가,잡종지,15,8500,20250228,5**
2025,부산광역시,서구,서대신동3가,임야,113,1000,20251224,6*
2025,부산광역시,서구,서대신동3가,대,54,26000,20251110,6**
2025,부산광역시,서구,서대신동3가,전,17,500,20251101,3*
2025,부산광역시,서구,서대신동3가,대,166,10000,20251101,3*
2025,부산광역시,서구,서대신동3가,대,30,210,20250805,7**
2025,부산광역시,서구,서대신동3가,대,36,250,20250805,7**
2025,부산광역시,서구,서대신동3가,대,43,300,20250805,7**
2025,부산광역시,서구,서대신동3가,대,66,460,20250805,7**
2025,부산광역시,서구,서대신동3가,대,76,530,20250805,7**
2025,부산광역시,서구,서대신동3가,대,79,550,20250805,7**
2025,부산광역시,서구,서대신동3가,대,139,3753,20250520,7**
2025,부산광역시,서구,서대신동3가,대,53,1431,20250520,7**
2025,부산광역시,서구,서대신동3가,대,1,442,20250512,4**
2025,부산광역시,서구,서대신동3가,대,2,884,20250512,4**
2025,부산광역시,서구,서대신동3가,도로,9,2385,20250331,7**
2025,부산광역시,서구,서대신동3가,도로,14,4011,20250331,1**
2025,부산광역시,서구,서대신동3가,구거,14,4634,20250331,7**
2025,부산광역시,서구,서대신동3가,도로,18,5499,20250331,7**
2025,부산광역시,서구,서대신동3가,구거,40,11460,20250331,7**
2025,부산광역시,서구,서대신동3가,도로,51,14764,20250331,7**
2025,부산광역시,서구,서대신동3가,학교용지,71,20341,20250331,1**
2025,부산광역시,서구,서대신동3가,도로,129,34185,20250331,7**
2025,부산광역시,서구,서대신동3가,구거,122,34953,20250331,7**
2025,부산광역시,서구,서대신동3가,도로,239,69190,20250331,7**
2025,부산광역시,서구,서대신동3가,대,3,1524,20250320,3**
2025,부산광역시,서구,서대신동3가,대,1,305,20250306,6**
2025,부산광역시,서구,서대신동3가,도로,6,1703,20250306,6**
2025,부산광역시,서구,서대신동3가,대,13,3059,20250306,6**
2025,부산광역시,서구,서대신동3가,대,276,76646,20250306,6**
2025,부산광역시,서구,서대신동3가,도로,1,351,20250306,6**
2025,부산광역시,서구,서대신동3가,도로,1,356,20250306,6**
2025,부산광역시,서구,서대신동3가,대,1,359,20250306,6**
2025,부산광역시,서구,서대신동3가,도로,2,692,20250306,6**
2025,부산광역시,서구,서대신동3가,도로,2,702,20250306,6**
2025,부산광역시,서구,서대신동3가,도로,3,964,20250306,1**
2025,부산광역시,서구,서대신동3가,도로,4,1320,20250306,1**
2025,부산광역시,서구,서대신동3가,도로,4,1424,20250306,6**
2025,부산광역시,서구,서대신동3가,대,6,1503,20250306,6**
2025,부산광역시,서구,서대신동3가,도로,5,1780,20250306,6**
2025,부산광역시,서구,서대신동3가,도로,6,2106,20250306,6**
2025,부산광역시,서구,서대신동3가,도로,7,2250,20250306,1**
2025,부산광역시,서구,서대신동3가,도로,7,2352,20250306,6**
2025,부산광역시,서구,서대신동3가,도로,8,2688,20250306,6**
2025,부산광역시,서구,서대신동3가,도로,8,2756,20250306,6**
2025,부산광역시,서구,서대신동3가,도로,8,2796,20250306,6**
2025,부산광역시,서구,서대신동3가,대,11,3454,20250306,1**
2025,부산광역시,서구,서대신동3가,도로,11,3696,20250306,6**
2025,부산광역시,서구,서대신동3가,대,15,3757,20250306,6**
2025,부산광역시,서구,서대신동3가,도로,13,4478,20250306,6**
2025,부산광역시,서구,서대신동3가,도로,14,4634,20250306,6**
2025,부산광역시,서구,서대신동3가,대,13,4641,20250306,6**
2025,부산광역시,서구,서대신동3가,도로,17,5856,20250306,6**
2025,부산광역시,서구,서대신동3가,대,25,6387,20250306,6**
2025,부산광역시,서구,서대신동3가,대,39,12733,20250306,6**
2025,부산광역시,서구,서대신동3가,대,56,15148,20250306,6**
2025,부산광역시,서구,부민동3가,대,63,11000,20251222,*
2025,부산광역시,서구,부민동3가,대,15,1000,20250723,*
2025,부산광역시,서구,부민동3가,대,34,3000,20250723,*
2025,부산광역시,서구,부민동3가,대,74,5000,20250607,*
2025,부산광역시,서구,부민동3가,대,10,400,20250305,1*
2025,부산광역시,서구,부민동3가,대,132,6500,20250122,*
2025,부산광역시,서구,토성동2가,대,3,993,20251014,*
2025,부산광역시,서구,아미동1가,대,20,5000,20251228,2*
2025,부산광역시,서구,아미동2가,대,61,9900,20251128,3*
2025,부산광역시,서구,아미동2가,대,50,2700,20250906,1**
2025,부산광역시,서구,아미동2가,대,94,9000,20250903,7*
2025,부산광역시,서구,아미동2가,대,15,1000,20250723,3*
2025,부산광역시,서구,아미동2가,대,159,822,20250623,3*
2025,부산광역시,서구,아미동2가,대,1,100,20250613,7*
2025,부산광역시,서구,아미동2가,대,25,1000,20250528,7*
2025,부산광역시,서구,아미동2가,대,31,2368,20250422,8*
2025,부산광역시,서구,아미동2가,대,6,600,20250421,3*
2025,부산광역시,서구,아미동2가,대,15,2100,20250417,3*
2025,부산광역시,서구,아미동2가,대,46,7900,20250417,3*
2025,부산광역시,서구,아미동2가,대,66,12000,20250322,3*
2025,부산광역시,서구,아미동2가,대,80,11000,20250319,3*
2025,부산광역시,서구,아미동2가,대,62,13000,20250306,3*
2025,부산광역시,서구,아미동2가,대,3,707,20250109,3*
2025,부산광역시,서구,아미동2가,대,64,13292,20250109,3*
2025,부산광역시,서구,토성동4가,대,2,1082,20250425,2*
2025,부산광역시,서구,토성동4가,도로,22,10919,20250425,2*
2025,부산광역시,서구,토성동4가,도로,7,4569,20250102,2*
2025,부산광역시,서구,초장동,대,5,280,20251229,1**
2025,부산광역시,서구,초장동,대,84,4720,20251229,1**
2025,부산광역시,서구,초장동,대,49,5400,20251222,1**
2025,부산광역시,서구,초장동,도로,10,60,20251209,1**
2025,부산광역시,서구,초장동,대,32,4300,20250320,6*
2025,부산광역시,서구,초장동,대,65,2800,20250225,8*
2025,부산광역시,서구,초장동,대,46,5600,20250221,1**
2025,부산광역시,서구,초장동,대,14,2162,20250214,7*
2025,부산광역시,서구,충무동1가,대,14,7000,20250530,2*
2025,부산광역시,서구,충무동1가,대,27,16000,20250530,2*
2025,부산광역시,서구,충무동1가,대,5,3000,20250512,3*
2025,부산광역시,서구,남부민동,대,35,2545,20251222,2*
2025,부산광역시,서구,남부민동,대,7,2800,20251124,6**
2025,부산광역시,서구,남부민동,대,5,2000,20251118,6**
2025,부산광역시,서구,남부민동,대,304,161000,20251105,6**
2025,부산광역시,서구,남부민동,대,5,1640,20251031,7*
2025,부산광역시,서구,남부민동,도로,8,2624,20251031,6**
2025,부산광역시,서구,남부민동,대,136,10625,20251025,4**
2025,부산광역시,서구,남부민동,대,5,4112,20250903,6**
2025,부산광역시,서구,남부민동,대,3,2467,20250813,6**
2025,부산광역시,서구,남부민동,대,2,1700,20250813,6**
2025,부산광역시,서구,남부민동,전,3,200,20250714,2*
2025,부산광역시,서구,남부민동,대,10,600,20250710,4**
2025,부산광역시,서구,남부민동,대,16,4000,20250701,7*
2025,부산광역시,서구,남부민동,대,37,19000,20250701,6*
2025,부산광역시,서구,남부민동,대,10,909,20250602,5*
2025,부산광역시,서구,남부민동,대,24,2054,20250523,4**
2025,부산광역시,서구,남부민동,도로,12,2100,20250407,5**
2025,부산광역시,서구,남부민동,대,74,12900,20250407,5**
2025,부산광역시,서구,남부민동,전,3,1300,20250402,2*
2025,부산광역시,서구,남부민동,대,16,1134,20250121,5*
2025,부산광역시,서구,암남동,임야,164,1000,20251230,1*
2025,부산광역시,서구,암남동,대,2,980,20251212,3**
2025,부산광역시,서구,암남동,대,5,2530,20251211,3**
2025,부산광역시,서구,암남동,대,20,10120,20251211,3**
2025,부산광역시,서구,암남동,잡종지,160,67200,20251017,7**
2025,부산광역시,서구,암남동,대,255,36575,20251017,6**
2025,부산광역시,서구,암남동,도로,42,4200,20250905,4**
2025,부산광역시,서구,암남동,대,96,8756,20250818,6**
2025,부산광역시,서구,암남동,대,3,2000,20250804,2**
2025,부산광역시,서구,암남동,도로,3,896,20250709,1**
2025,부산광역시,서구,암남동,구거,88,26298,20250709,6**
2025,부산광역시,서구,암남동,도로,13,492,20250704,6**
2025,부산광역시,서구,암남동,임야,453,12593,20250611,1**
2025,부산광역시,서구,암남동,임야,233,4710,20250610,1**
2025,부산광역시,서구,암남동,대,1,288,20250530,1**
2025,부산광역시,서구,암남동,도로,1,288,20250530,1**
2025,부산광역시,서구,암남동,대,2,563,20250530,1**
2025,부산광역시,서구,암남동,도로,2,563,20250530,1**
2025,부산광역시,서구,암남동,대,4,1113,20250530,1**
2025,부산광역시,서구,암남동,대,5,1388,20250530,1**
2025,부산광역시,서구,암남동,대,6,1663,20250530,1**
2025,부산광역시,서구,암남동,대,7,1938,20250530,1**
2025,부산광역시,서구,암남동,대,8,2315,20250530,1**
2025,부산광역시,서구,암남동,대,9,2488,20250530,1**
2025,부산광역시,서구,암남동,대,10,2763,20250530,1**
2025,부산광역시,서구,암남동,대,11,3038,20250530,1**
2025,부산광역시,서구,암남동,대,15,4138,20250530,1**
2025,부산광역시,서구,암남동,대,18,4963,20250530,1**
2025,부산광역시,서구,암남동,대,20,5513,20250530,1**
2025,부산광역시,서구,암남동,대,21,5788,20250530,1**
2025,부산광역시,서구,암남동,대,23,6338,20250530,1**
2025,부산광역시,서구,암남동,대,28,7713,20250530,1**
2025,부산광역시,서구,암남동,대,20,8301,20250530,1**
2025,부산광역시,서구,암남동,대,31,8538,20250530,1**
2025,부산광역시,서구,암남동,대,35,9638,20250530,1**
2025,부산광역시,서구,암남동,대,37,10188,20250530,1**
2025,부산광역시,서구,암남동,대,35,11368,20250530,9*
2025,부산광역시,서구,암남동,대,34,13799,20250530,9*
2025,부산광역시,서구,암남동,대,58,15963,20250530,1**
2025,부산광역시,서구,암남동,대,36,16608,20250530,1**
2025,부산광역시,서구,암남동,대,68,26019,20250530,9*
2025,부산광역시,서구,암남동,대,21,1510,20250509,5**
2025,부산광역시,서구,암남동,도로,11,1111,20250425,6**
2025,부산광역시,서구,암남동,임야,827,150000,20250418,7**
2025,부산광역시,서구,암남동,임야,14,2828,20250331,6**
2025,부산광역시,서구,암남동,임야,78,10091,20250325,6**
2025,부산광역시,서구,암남동,임야,345,44637,20250325,6**
2025,부산광역시,서구,암남동,전,1015,131324,20250325,6**
2025,부산광역시,서구,암남동,임야,1499,193946,20250325,6**
2025,부산광역시,서구,암남동,임야,1,217,20250313,1**
2025,부산광역시,서구,암남동,대,1,217,20250313,1**
2025,부산광역시,서구,암남동,도로,1,217,20250313,1**
2025,부산광역시,서구,암남동,대,1,358,20250313,1**
2025,부산광역시,서구,암남동,임야,2,435,20250313,1**
2025,부산광역시,서구,암남동,대,2,435,20250313,1**
2025,부산광역시,서구,암남동,대,2,435,20250313,1**
2025,부산광역시,서구,암남동,도로,2,435,20250313,1**
2025,부산광역시,서구,암남동,전,3,652,20250313,1**
2025,부산광역시,서구,암남동,대,3,856,20250313,1**
2025,부산광역시,서구,암남동,임야,4,870,20250313,1**
2025,부산광역시,서구,암남동,임야,5,1087,20250313,1**
2025,부산광역시,서구,암남동,대,5,1087,20250313,1**
2025,부산광역시,서구,암남동,도로,6,1305,20250313,1**
2025,부산광역시,서구,암남동,임야,10,2175,20250313,1**
2025,부산광역시,서구,암남동,대,10,2175,20250313,1**
2025,부산광역시,서구,암남동,대,11,2392,20250313,1**
2025,부산광역시,서구,암남동,임야,14,3045,20250313,1**
2025,부산광역시,서구,암남동,임야,15,3262,20250313,1**
2025,부산광역시,서구,암남동,대,18,3915,20250313,1**
2025,부산광역시,서구,암남동,도로,24,5220,20250313,1**
2025,부산광역시,서구,암남동,도로,26,5655,20250313,1**
2025,부산광역시,서구,암남동,대,20,5710,20250313,1**
2025,부산광역시,서구,암남동,도로,27,5872,20250313,1**
2025,부산광역시,서구,암남동,대,31,6807,20250313,1**
2025,부산광역시,서구,암남동,대,20,7563,20250313,1**
2025,부산광역시,서구,암남동,도로,38,8265,20250313,1**
2025,부산광역시,서구,암남동,대,40,8591,20250313,1**
2025,부산광역시,서구,암남동,도로,53,11527,20250313,1**
2025,부산광역시,서구,암남동,임야,58,12615,20250313,1**
2025,부산광역시,서구,암남동,대,36,12888,20250313,1**
2025,부산광역시,서구,암남동,도로,64,13920,20250313,1**
2025,부산광역시,서구,암남동,대,73,15877,20250313,1**
2025,부산광역시,서구,암남동,대,46,16468,20250313,1**
2025,부산광역시,서구,암남동,대,68,24344,20250313,1**
2025,부산광역시,서구,암남동,도로,128,27840,20250313,1**
2025,부산광역시,서구,암남동,도로,210,45675,20250313,1**
2025,부산광역시,서구,암남동,도로,290,63075,20250313,1**
2025,부산광역시,서구,암남동,구거,258,81657,20250313,6**
2025,부산광역시,서구,암남동,대,1,163,20250116,*
2025,부산광역시,서구,암남동,대,2,740,20250116,*
2025,부산광역시,서구,암남동,대,16,4799,20250116,*
2025,부산광역시,서구,암남동,대,46,13797,20250116,*
2025,부산광역시,서구,암남동,대,47,14097,20250116,*
2025,부산광역시,서구,암남동,구거,82,24596,20250116,6**
2025,부산광역시,서구,암남동,대,139,40959,20250116,*
2025,부산광역시,서구,암남동,임야,1025,50373,20250116,*
2025,부산광역시,서구,암남동,대,173,54455,20250116,*
2025,부산광역시,서구,암남동,대,334,68758,20250116,*
2025,부산광역시,서구,암남동,대,331,70298,20250116,*
2025,부산광역시,서구,암남동,대,334,70935,20250116,*
2025,부산광역시,서구,암남동,대,344,72346,20250116,*
2025,부산광역시,서구,암남동,대,347,73696,20250116,*
2025,부산광역시,서구,암남동,대,413,86857,20250116,*
2025,부산광역시,서구,암남동,대,506,104166,20250116,*
2025,부산광역시,서구,암남동,대,502,106616,20250116,*
2025,부산광역시,서구,암남동,대,516,108519,20250116,*
2025,부산광역시,서구,암남동,대,536,114975,20250116,*
2025,부산광역시,서구,암남동,대,595,122488,20250116,*
2025,부산광역시,서구,암남동,대,605,123411,20250116,*
2025,부산광역시,서구,암남동,대,473,126132,20250116,*
2025,부산광역시,서구,암남동,대,645,136987,20250116,*
2025,부산광역시,서구,암남동,임야,451,142251,20250116,*
2025,부산광역시,서구,암남동,대,674,208427,20250116,*
2025,부산광역시,서구,암남동,대,833,222131,20250116,*
2025,부산광역시,서구,암남동,대,992,294761,20250116,*
2025,부산광역시,서구,암남동,대,6447,1162255,20250116,*
2025,부산광역시,동구,초량동,대,11,470,20251028,8**
2025,부산광역시,동구,초량동,대,13,2000,20250826,3**
2025,부산광역시,동구,초량동,대,2,376,20250805,9**
2025,부산광역시,동구,초량동,대,36,23000,20250731,6**
2025,부산광역시,동구,초량동,도로,6,100,20250729,9**
2025,부산광역시,동구,초량동,대,5,3000,20250711,2**
2025,부산광역시,동구,초량동,임야,798,5000,20250708,7**
2025,부산광역시,동구,초량동,대,6,1686,20250703,1***
2025,부산광역시,동구,초량동,대,69,13900,20250621,6**
2025,부산광역시,동구,초량동,대,13,3000,20250617,8**
2025,부산광역시,동구,초량동,대,4,687,20250612,9**
2025,부산광역시,동구,초량동,주유소용지,1290,373000,20250611,1***
2025,부산광역시,동구,초량동,대,13,200,20250507,8**
2025,부산광역시,동구,초량동,대,7,500,20250507,8**
2025,부산광역시,동구,초량동,대,21,500,20250507,8**
2025,부산광역시,동구,초량동,대,10,4000,20250430,7**
2025,부산광역시,동구,초량동,대,7,477,20250429,1**
2025,부산광역시,동구,초량동,대,7,477,20250429,1**
2025,부산광역시,동구,초량동,대,7,477,20250429,1**
2025,부산광역시,동구,초량동,대,7,477,20250429,1**
2025,부산광역시,동구,초량동,대,1,477,20250328,1**
2025,부산광역시,동구,초량동,대,11,661,20250327,8**
2025,부산광역시,동구,초량동,대,20,1000,20250320,8**
2025,부산광역시,동구,초량동,대,1,803,20250304,1***
2025,부산광역시,동구,초량동,대,14,5000,20250217,1***
2025,부산광역시,동구,초량동,주차장,916,631300,20250211,1***
2025,부산광역시,동구,초량동,대,53,4100,20250102,8**
2025,부산광역시,동구,수정동,대,66,3200,20251203,1***
2025,부산광역시,동구,수정동,대,24,1080,20251201,5**
2025,부산광역시,동구,수정동,대,94,3000,20250908,1***
2025,부산광역시,동구,수정동,대,17,2000,20250904,5**
2025,부산광역시,동구,수정동,대,9,620,20250806,4**
2025,부산광역시,동구,수정동,대,7,350,20250805,3**
2025,부산광역시,동구,수정동,대,9,620,20250714,4**
2025,부산광역시,동구,수정동,대,5,50,20250617,7**
2025,부산광역시,동구,수정동,대,3,341,20250404,7**
2025,부산광역시,동구,수정동,대,4,444,20250404,7**
2025,부산광역시,동구,수정동,대,26,2699,20250404,7**
2025,부산광역시,동구,수정동,도로,12,240,20250220,4**
2025,부산광역시,동구,수정동,대,4,273,20250220,4**
2025,부산광역시,동구,수정동,대,5,272,20250110,6**
2025,부산광역시,동구,좌천동,대,9,1360,20250716,6*
2025,부산광역시,동구,좌천동,대,35,4657,20250715,2*
2025,부산광역시,동구,좌천동,대,2,1066,20250714,6**
2025,부산광역시,동구,좌천동,대,102,60256,20250714,6**
2025,부산광역시,동구,좌천동,대,200,118676,20250714,6**
2025,부산광역시,동구,좌천동,대,13,1200,20250618,8**
2025,부산광역시,동구,좌천동,대,7,3700,20250613,4**
2025,부산광역시,동구,좌천동,대,4,200,20250610,3**
2025,부산광역시,동구,좌천동,대,5,260,20250610,3**
2025,부산광역시,동구,좌천동,대,3,333,20250430,9**
2025,부산광역시,동구,좌천동,도로,40,1512,20250430,9**
2025,부산광역시,동구,좌천동,도로,8,160,20250306,8**
2025,부산광역시,동구,좌천동,대,5,300,20250306,8**
2025,부산광역시,동구,범일동,잡종지,3,80,20251208,1***
2025,부산광역시,동구,범일동,대,15,120,20251208,1***
2025,부산광역시,동구,범일동,대,11,7525,20251023,8*
2025,부산광역시,동구,범일동,대,20,14453,20251023,1***
2025,부산광역시,동구,범일동,도로,8,2459,20250926,9**
2025,부산광역시,동구,범일동,도로,12,3673,20250926,9**
2025,부산광역시,동구,범일동,대,8,14109,20250926,9**
2025,부산광역시,동구,범일동,대,50,4500,20250925,1***
2025,부산광역시,동구,범일동,대,33,40000,20250911,8**
2025,부산광역시,동구,범일동,대,237,320000,20250911,8**
2025,부산광역시,동구,범일동,대,14,3899,20250905,2**
2025,부산광역시,동구,범일동,대,36,10126,20250905,2**
2025,부산광역시,동구,범일동,대,68,4000,20250829,1***
2025,부산광역시,동구,범일동,대,2,1165,20250801,6**
2025,부산광역시,동구,범일동,철도용지,36,11087,20250731,6*
2025,부산광역시,동구,범일동,대,1,307,20250730,6*
2025,부산광역시,동구,범일동,대,1,378,20250730,6**
2025,부산광역시,동구,범일동,대,1,395,20250730,6**
2025,부산광역시,동구,범일동,대,1,397,20250730,6**
2025,부산광역시,동구,범일동,대,1,400,20250730,6*
2025,부산광역시,동구,범일동,철도용지,1,430,20250730,6**
2025,부산광역시,동구,범일동,대,2,584,20250730,6*
2025,부산광역시,동구,범일동,대,1,597,20250730,6**
2025,부산광역시,동구,범일동,대,2,609,20250730,6*
2025,부산광역시,동구,범일동,철도용지,2,614,20250730,6*
2025,부산광역시,동구,범일동,대,2,660,20250730,6*
2025,부산광역시,동구,범일동,대,2,689,20250730,6**
2025,부산광역시,동구,범일동,도로,2,817,20250730,6**
2025,부산광역시,동구,범일동,대,3,913,20250730,6**
2025,부산광역시,동구,범일동,대,4,1077,20250730,6*
2025,부산광역시,동구,범일동,대,3,1100,20250730,6**
2025,부산광역시,동구,범일동,도로,3,1111,20250730,6**
2025,부산광역시,동구,범일동,대,3,1122,20250730,6**
2025,부산광역시,동구,범일동,대,2,1180,20250730,6**
2025,부산광역시,동구,범일동,도로,3,1214,20250730,6**
2025,부산광역시,동구,범일동,대,4,1316,20250730,6*
2025,부산광역시,동구,범일동,대,3,1464,20250730,6**
2025,부산광역시,동구,범일동,대,5,1538,20250730,6*
2025,부산광역시,동구,범일동,대,4,1592,20250730,6**
2025,부산광역시,동구,범일동,대,5,1614,20250730,6*
2025,부산광역시,동구,범일동,도로,3,1754,20250730,9**
2025,부산광역시,동구,범일동,대,6,1846,20250730,6*
2025,부산광역시,동구,범일동,대,4,1916,20250730,6**
2025,부산광역시,동구,범일동,철도용지,5,2281,20250730,6*
2025,부산광역시,동구,범일동,대,7,2565,20250730,6**
2025,부산광역시,동구,범일동,대,7,2845,20250730,6**
2025,부산광역시,동구,범일동,대,7,2846,20250730,6**
2025,부산광역시,동구,범일동,대,8,2932,20250730,6**
2025,부산광역시,동구,범일동,대,10,3045,20250730,6**
2025,부산광역시,동구,범일동,대,9,3069,20250730,6*
2025,부산광역시,동구,범일동,대,10,3108,20250730,6*
2025,부산광역시,동구,범일동,도로,8,3268,20250730,6**
2025,부산광역시,동구,범일동,대,13,3969,20250730,6*
2025,부산광역시,동구,범일동,대,13,3996,20250730,6**
2025,부산광역시,동구,범일동,대,10,4001,20250730,6**
2025,부산광역시,동구,범일동,대,13,4057,20250730,6*
2025,부산광역시,동구,범일동,도로,10,4304,20250730,6**
2025,부산광역시,동구,범일동,도로,7,4326,20250730,9**
2025,부산광역시,동구,범일동,대,16,4770,20250730,6*
2025,부산광역시,동구,범일동,대,11,4859,20250730,6*
2025,부산광역시,동구,범일동,대,16,4985,20250730,6*
2025,부산광역시,동구,범일동,대,12,4992,20250730,6*
2025,부산광역시,동구,범일동,대,17,5024,20250730,6*
2025,부산광역시,동구,범일동,철도용지,10,5867,20250730,9**
2025,부산광역시,동구,범일동,철도용지,21,6401,20250730,6*
2025,부산광역시,동구,범일동,대,18,6807,20250730,6**
2025,부산광역시,동구,범일동,대,17,6945,20250730,6**
2025,부산광역시,동구,범일동,철도용지,12,7052,20250730,9**
2025,부산광역시,동구,범일동,대,20,7262,20250730,6**
2025,부산광역시,동구,범일동,도로,18,7598,20250730,6**
2025,부산광역시,동구,범일동,대,20,7944,20250730,6**
2025,부산광역시,동구,범일동,대,20,8212,20250730,6**
2025,부산광역시,동구,범일동,대,30,9160,20250730,6*
2025,부산광역시,동구,범일동,대,26,9614,20250730,6**
2025,부산광역시,동구,범일동,대,35,10129,20250730,6*
2025,부산광역시,동구,범일동,대,26,10327,20250730,6**
2025,부산광역시,동구,범일동,도로,26,10622,20250730,6**
2025,부산광역시,동구,범일동,도로,26,10784,20250730,6**
2025,부산광역시,동구,범일동,철도용지,37,11281,20250730,6*
2025,부산광역시,동구,범일동,구거,22,11686,20250730,9**
2025,부산광역시,동구,범일동,대,41,12949,20250730,6*
2025,부산광역시,동구,범일동,대,39,13451,20250730,6**
2025,부산광역시,동구,범일동,대,46,14098,20250730,6*
2025,부산광역시,동구,범일동,대,36,14100,20250730,6**
2025,부산광역시,동구,범일동,도로,35,14299,20250730,6**
2025,부산광역시,동구,범일동,도로,33,15170,20250730,6**
2025,부산광역시,동구,범일동,대,52,15954,20250730,6*
2025,부산광역시,동구,범일동,대,51,16956,20250730,6*
2025,부산광역시,동구,범일동,대,48,17672,20250730,6**
2025,부산광역시,동구,범일동,도로,36,18482,20250730,6**
2025,부산광역시,동구,범일동,도로,43,18769,20250730,6**
2025,부산광역시,동구,범일동,대,38,20441,20250730,6**
2025,부산광역시,동구,범일동,대,48,20930,20250730,6**
2025,부산광역시,동구,범일동,대,68,21026,20250730,6*
2025,부산광역시,동구,범일동,대,66,23595,20250730,6**
2025,부산광역시,동구,범일동,도로,53,24645,20250730,6**
2025,부산광역시,동구,범일동,대,80,24699,20250730,6*
2025,부산광역시,동구,범일동,대,53,26656,20250730,6**
2025,부산광역시,동구,범일동,도로,67,28337,20250730,6**
2025,부산광역시,동구,범일동,도로,83,30676,20250730,6**
2025,부산광역시,동구,범일동,답,63,30762,20250730,6**
2025,부산광역시,동구,범일동,도로,89,43503,20250730,6**
2025,부산광역시,동구,범일동,대,149,57216,20250730,6**
2025,부산광역시,동구,범일동,대,192,63033,20250730,6**
2025,부산광역시,동구,범일동,대,258,66680,20250730,6*
2025,부산광역시,동구,범일동,대,198,82863,20250730,6**
2025,부산광역시,동구,범일동,대,268,112158,20250730,6**
2025,부산광역시,동구,범일동,도로,708,246950,20250730,6**
2025,부산광역시,동구,범일동,대,1237,326637,20250730,6*
2025,부산광역시,동구,범일동,도로,1806,791711,20250730,9**
2025,부산광역시,동구,범일동,대,2,553,20250729,6*
2025,부산광역시,동구,범일동,대,44,2100,20250725,1***
2025,부산광역시,동구,범일동,대,1,400,20250724,6*
2025,부산광역시,동구,범일동,대,3,1630,20250724,6**
2025,부산광역시,동구,범일동,도로,19,10323,20250724,6**
2025,부산광역시,동구,범일동,대,2,817,20250723,6**
2025,부산광역시,동구,범일동,대,2,817,20250723,6**
2025,부산광역시,동구,범일동,대,4,1242,20250723,6*
2025,부산광역시,동구,범일동,대,20,8443,20250722,6**
2025,부산광역시,동구,범일동,대,2,507,20250709,2**
