DAN_ID,DAN_NAME,SIGUNGU_CD,SIGUNGU_NM,TYPE,환경오염물질_배출사업장수,낙후도지수,공항거리,항만거리,고속도로거리,화물역거리,univ_count,연구소전담부서,mart_count,store_count,hospital_count,pharmacy_count,subway_count,bus_count,BUFFER_M,낙후도지수_norm,공항거리_norm,항만거리_norm,고속도로거리_norm,화물역거리_norm,환경오염물질_배출사업장수_norm,연구소전담부서_norm,mart_count_norm,bus_count_norm,hospital_count_norm,pharmacy_count_norm,subway_count_norm,store_count_norm,univ_count_norm
226150,부산신항배후(1단계),21120,강서구,구,874,0.769,6.829902997,13.3196552,2.612741352,4.263580832,0.0,872,0.0,33.0,0.0,0.0,0.0,222,3000,0.0,0.9166600740313102,0.8634950050153026,0.9102165849974968,0.9594151179358763,0.15262351589429335,0.8478048780487805,0.0,0.19402985074626866,0.0,0.0,0.0,0.10891089108910891,0.0
226160,생곡,21120,강서구,구,874,0.769,6.944420489,13.00003478,3.427442512,4.05946656,0.0,872,0.0,47.0,0.0,0.0,0.0,272,3000,0.0,0.9151208534086174,0.8670492111887586,0.8786652752289069,0.9615875715026568,0.15262351589429335,0.8478048780487805,0.0,0.24733475479744135,0.0,0.0,0.0,0.1551155115511551,0.0
126012,명지·녹산(명지),21120,강서구,구,874,0.769,11.02665705,11.36555683,8.949243976,6.388152371,0.0,872,1.0,73.0,6.0,31.0,0.0,391,3000,0.0,0.8602518321642237,0.8852247445926236,0.6648199083322671,0.9368026226284386,0.15262351589429335,0.8478048780487805,0.04,0.3742004264392324,0.30000000000000004,0.1741573033707865,0.0,0.24092409240924093,0.0
226200,풍상,21120,강서구,구,874,0.769,9.201643375,11.4064021,4.875855893,2.860204718,0.0,872,0.0,30.0,0.0,3.0,0.0,219,3000,0.0,0.8847816977436829,0.8847705417266414,0.8225718982943486,0.9743516993641165,0.15262351589429335,0.8478048780487805,0.0,0.1908315565031983,0.0,0.016853932584269662,0.0,0.09900990099009901,0.0
226180,강서보고,21120,강서구,구,874,0.769,10.01015401,11.76180886,5.313350014,4.193281673,0.0,872,1.0,42.0,2.0,17.0,0.0,243,3000,0.0,0.8739145697501826,0.8808183884177884,0.8056288605139581,0.9601633343992073,0.15262351589429335,0.8478048780487805,0.04,0.21641791044776118,0.1,0.09550561797752809,0.0,0.13861386138613863,0.0
226220,지사2,21120,강서구,구,874,0.769,11.3667858,11.27064162,4.909318413,4.833937527,0.0,872,1.0,53.0,2.0,19.0,0.0,248,3000,0.0,0.8556801883286181,0.8862802097764091,0.8212759797588237,0.9533446289678636,0.15262351589429335,0.8478048780487805,0.04,0.22174840085287847,0.1,0.10674157303370786,0.0,0.17491749174917492,0.0
226320,부산명서,21120,강서구,구,874,0.769,10.94233124,10.29678951,6.497690839,3.111128702,0.0,872,0.0,21.0,0.0,5.0,0.0,133,3000,0.0,0.8613852487585837,0.8971095278199651,0.7597623439606215,0.9716810350411846,0.15262351589429335,0.8478048780487805,0.0,0.09914712153518124,0.0,0.028089887640449437,0.0,0.06930693069306931,0.0
126010,명지·녹산,21120,강서구,구,874,0.769,12.09630385,8.438540604,8.719903369,2.661548971,0.0,872,0.0,38.0,1.0,5.0,0.0,391,3000,0.0,0.8458747934708021,0.9177734132297982,0.6737016884121844,0.9764660561011682,0.15262351589429335,0.8478048780487805,0.0,0.3742004264392324,0.05,0.028089887640449437,0.0,0.1254125412541254,0.0
12601A,녹산(산업),21120,강서구,구,874,0.769,13.45565254,6.473734346,9.494022933,1.771508899,0.0,872,0.0,78.0,4.0,22.0,0.0,429,3000,0.0,0.8276038944095585,0.9396222254296827,0.6437220009379578,0.9859390376327783,0.15262351589429335,0.8478048780487805,0.0,0.4147121535181236,0.2,0.12359550561797752,0.0,0.25742574257425743,0.0
226102,미음(외국인),21120,강서구,구,874,0.769,9.477026051,10.47598308,5.487576599,1.41331143,0.0,872,0.0,22.0,0.0,0.0,0.0,214,3000,0.0,0.88108030080747,0.895116880126374,0.798881506731795,0.9897514480121017,0.15262351589429335,0.8478048780487805,0.0,0.18550106609808104,0.0,0.0,0.0,0.07260726072607261,0.0
226101,미음(산업),21120,강서구,구,874,0.769,7.714492681,13.08740541,3.372842937,4.346202906,0.0,872,0.0,41.0,0.0,3.0,0.0,254,3000,0.0,0.9047703735108491,0.8660776423743356,0.8807797782990366,0.9585357447416485,0.15262351589429335,0.8478048780487805,0.0,0.2281449893390192,0.0,0.016853932584269662,0.0,0.1353135313531353,0.0
