DAN_ID,DAN_NAME,SIGUNGU_CD,SIGUNGU_NM,TYPE,환경오염물질_배출사업장수,낙후도지수,공항거리,항만거리,고속도로거리,화물역거리,univ_count,연구소전담부서,mart_count,store_count,hospital_count,pharmacy_count,subway_count,bus_count,BUFFER_M
448420,파수,38520,함안군,군,1837,-0.254,34.86557028,16.61871634,5.754912861,21.25175106,,207,,19,1,15,,281,7000
248690,법수강주,38520,함안군,군,1837,-0.254,34.41831046,26.33144048,2.537248047,29.16105157,,207,,26,1,12,,338,7000
448690,칠원용산,38520,함안군,군,1837,-0.254,41.85083047,15.64134897,2.367135407,14.72761403,,207,4,55,2,15,,401,7000
448410,산인,38520,함안군,군,1837,-0.254,41.59926185,13.80606698,0.748817653,15.94311567,,207,6,81,4,39,,469,7000
448380,가야,38520,함안군,군,1837,-0.254,35.81280353,19.73112028,1.614264956,23.07083983,,207,,29,1,16,,339,7000
248AY0,군북유현,38520,함안군,군,1837,-0.254,34.81258909,25.38113284,1.779277709,28.18812351,,207,,25,,14,,348,7000
448560,황사,38520,함안군,군,1837,-0.254,35.75313254,28.70578561,5.346938006,30.98275445,,207,,24,1,9,,328,7000
448790,대산장암,38520,함안군,군,1837,-0.254,46.6518256,23.66077604,4.48198249,22.5490696,,207,,21,,7,,281,7000
248540,법수우거,38520,함안군,군,1837,-0.254,36.13983928,24.00893503,2.071466803,26.54668149,,207,,29,,14,,365,7000
248AC0,화천,38520,함안군,군,1837,-0.254,43.62182038,20.78581741,3.295457674,18.14651152,,207,,33,1,11,,332,7000
448390,군북,38520,함안군,군,1837,-0.254,31.12451152,23.57066621,2.13863753,27.8018847,,207,,25,,13,,271,7000
248AW0,부목2,38520,함안군,군,1837,-0.254,46.45932668,22.67151431,4.951364883,21.61582899,,207,,26,,8,,310,7000
248AF0,칠원용산,38520,함안군,군,1837,-0.254,41.69424948,15.14453315,2.171475303,14.44889219,,207,4,59,2,17,,410,7000
448400,법수,38520,함안군,군,1837,-0.254,36.61929125,24.37063346,2.66683759,26.71389546,1,207,,29,,14,,352,7000
448770,칠원운서,38520,함안군,군,1837,-0.254,39.43492119,15.99893015,3.268419871,13.20213989,,207,2,54,2,21,,407,7000
248950,사내,38520,함안군,군,1837,-0.254,33.8569808,20.94387507,3.081153066,24.76595603,,207,,31,1,16,,314,7000
248650,대사,38520,함안군,군,1837,-0.254,45.62438588,20.35530692,3.735025227,19.64983539,,207,,33,1,13,,340,7000
248080,칠서,38520,함안군,군,1837,-0.254,46.49396606,22.48304839,3.723337215,20.64648426,,207,,26,,8,,311,7000
248930,칠북영동,38520,함안군,군,1837,-0.254,40.04222222,16.83055288,2.790839048,13.99514148,1,207,1,53,2,19,,405,7000
448570,모로,38520,함안군,군,1837,-0.254,30.70581039,25.41957989,1.093826604,29.45991372,1,207,,19,,3,,285,7000
248810,장지,38520,함안군,군,1837,-0.254,32.28745631,23.81824826,1.340560317,27.62828424,,207,,27,,14,,292,7000
248A10,가연,38520,함안군,군,1837,-0.254,40.75450823,18.00333871,2.674308891,15.02750429,,207,,46,2,18,,414,7000
248550,군북월촌,38520,함안군,군,1837,-0.254,30.66027659,27.27242166,2.162362661,31.07095513,,207,,27,1,11,,325,7000
248B50,군북,38520,함안군,군,1837,-0.254,34.28995856,25.74398896,1.902244308,28.6709987,,207,,26,,6,,340,7000
248270,함안,38520,함안군,군,1837,-0.254,31.94601904,26.36314113,1.332967821,29.90930072,,207,,28,1,12,,334,7000
448720,송진전문,38530,창녕군,군,534,-0.163,46.5680677,26.87348091,3.379060303,23.1918394,,57,,30,,9,,223,7000
248770,하리,38530,창녕군,군,534,-0.163,39.30932422,43.25852349,3.016743679,26.50705452,,57,1,23,2,16,,224,7000
448510,대지,38530,창녕군,군,534,-0.163,43.56630783,40.96923434,1.792352789,29.04435409,,57,1,22,2,15,,260,7000
448340,남지,38530,창녕군,군,534,-0.163,48.60587515,25.58898163,2.53855678,23.84468462,,57,,22,,7,,273,7000
248B00,대성하이스코,38530,창녕군,군,534,-0.163,35.3315418,51.45797497,4.759096638,34.57339674,,57,,6,,2,,98,7000
248450,억만,38530,창녕군,군,534,-0.163,39.58982148,43.27387266,2.587791262,27.0075174,,57,1,23,2,16,,229,7000
248AR0,영남,38530,창녕군,군,534,-0.163,37.68291797,48.35974319,6.960430818,32.72921554,,57,,8,,3,,167,7000
248560,넥센,38530,창녕군,군,534,-0.163,35.80644301,51.14131931,5.1535925,34.61533513,,57,,6,,2,,110,7000
448350,대합,38530,창녕군,군,534,-0.163,37.25431498,46.91309105,5.452135328,30.01477262,,57,1,21,2,16,,206,7000
448730,서리전문,38530,창녕군,군,534,-0.163,48.84477501,31.23814383,0.725132706,22.8627408,,57,,20,,6,,180,7000
248250,대합,38530,창녕군,군,534,-0.163,36.64813936,50.064184,6.232213712,34.00278197,,57,,7,,2,,131,7000
248B10,이당,38540,고성군,군,261,-0.365,23.54014913,16.2009632,6.44619966,42.60685299,,29,1,28,2,13,,239,7000
448620,마동,38540,고성군,군,261,-0.365,32.21683109,15.50802542,0.760700177,37.02079301,,29,,38,2,14,,258,7000
248300,봉암동원,38540,고성군,군,261,-0.365,33.99169405,17.9352317,4.379991553,32.89029864,,29,,13,1,1,,186,7000
248610,율대,38540,고성군,군,261,-0.365,29.07606201,16.21766262,3.518312091,40.11103108,,29,1,39,2,14,,288,7000
248320,내산,38540,고성군,군,261,-0.365,37.26337934,16.77904519,11.89135702,25.2338301,,29,,10,1,1,,136,7000
248330,대독,38540,고성군,군,261,-0.365,25.62046131,15.58764195,6.217517866,42.45700067,,29,1,29,2,13,,253,7000
448250,율대,38540,고성군,군,261,-0.365,29.24335998,16.35847002,3.034971148,39.58272458,,29,1,39,2,14,,273,7000
448260,회화,38540,고성군,군,261,-0.365,28.25506832,21.57953617,7.012205212,30.06872339,,29,,10,1,2,,214,7000
248530,장좌,38540,고성군,군,261,-0.365,37.51691552,14.78792194,7.560325143,31.11350593,,29,,12,,1,,138,7000
448820,제일,38540,고성군,군,261,-0.365,28.93298053,16.58457024,3.296304259,39.70409441,,29,1,38,2,14,,278,7000
448540,세송,38540,고성군,군,261,-0.365,29.50687965,16.17454035,2.814542379,39.47196803,,29,1,40,2,14,,278,7000
248620,대가룡,38540,고성군,군,261,-0.365,38.63311927,14.80400093,9.903785281,28.45608889,,29,,6,,,,72,7000
248B90,고성양촌·용정,38540,고성군,군,261,-0.365,38.23137586,16.48606082,11.13680914,26.4516497,,29,,6,1,,,90,7000
448270,고현,38550,남해군,군,95,-0.243,24.8846828,18.26119572,14.39063639,78.98829563,2,3,1,24,1,12,,165,7000
248160,대송,38560,하동군,군,159,-0.531,24.16484953,15.75943763,4.608168138,79.2129897,,17,,12,,1,,141,7000
248180,갈사만조선,38560,하동군,군,159,-0.531,20.0598133,11.75643705,6.457415986,83.12362564,,17,,10,,1,,114,7000
448370,적량,38560,하동군,군,159,-0.531,27.36442201,21.47590544,8.997951674,81.09351172,,17,,10,,7,,170,7000
448360,고전,38560,하동군,군,159,-0.531,24.91097408,17.44520595,0.843498604,79.21624872,,17,,7,,1,,163,7000
448760,금성조선,38560,하동군,군,159,-0.531,19.03635349,10.58120055,5.102556864,84.37876466,,17,,6,,1,,93,7000
448530,진교,38560,하동군,군,159,-0.531,19.42192177,22.39165281,3.557262175,73.7210928,,17,,13,,5,,150,7000
248350,매촌2,38570,산청군,군,130,-0.351,41.77463169,59.99809147,1.131798758,74.46014923,,14,,8,,7,,122,7000
248AQ0,산청한방항노화,38570,산청군,군,130,-0.351,41.2303343,58.82949785,2.559441375,75.01724117,,14,,8,,7,,102,7000
448840,화현,38570,산청군,군,130,-0.351,27.81101608,47.21650393,13.03044301,51.80498073,,14,,,,,,157,7000
248260,매촌,38570,산청군,군,130,-0.351,41.93366056,60.21798108,0.645904656,74.23830242,,14,,8,,7,,124,7000
448680,금서2,38570,산청군,군,130,-0.351,41.51757812,59.71471179,1.434337772,74.4306405,,14,,8,,7,,118,7000
448290,산청,38570,산청군,군,130,-0.351,41.80962957,60.27822544,0.975997441,73.10822685,,14,,8,,7,,124,7000
448280,금서,38570,산청군,군,130,-0.351,41.29130885,59.54098742,1.285650028,74.01000329,,14,,8,,7,,112,7000
448850,인산죽염,38580,함양군,군,158,-0.236,57.11127145,63.00317561,5.240331988,94.40604525,,7,,,,,,45,7000
448440,이은,38580,함양군,군,158,-0.236,56.08939983,68.16660393,3.261152534,88.24141896,,7,1,25,1,15,,246,7000
448490,원평,38580,함양군,군,158,-0.236,56.63812312,72.51452861,1.992828182,84.59018796,,7,1,25,1,15,,229,7000
448580,안의,38580,함양군,군,158,-0.236,63.22551247,81.5524266,6.21643067,85.54808359,,7,,5,,3,,162,7000
248280,휴천,38580,함양군,군,158,-0.236,54.0202448,65.51217669,5.703656771,87.55567016,,7,1,25,1,15,,245,7000
448810,함양중방,38580,함양군,군,158,-0.236,63.61942158,79.64141604,2.562737683,88.6219796,,7,,6,,3,,144,7000
448670,안의2전문,38580,함양군,군,158,-0.236,63.51290935,81.97792255,6.643764562,85.54517414,,7,,5,,3,,163,7000
448430,함양수동,38580,함양군,군,158,-0.236,54.80902743,70.28700611,2.062143494,83.98390435,,7,1,27,1,16,,274,7000
248200,함양,38580,함양군,군,158,-0.236,56.52653748,72.87260648,2.793975956,83.99700582,,7,1,16,1,10,,215,7000
448480,서울우유,38590,거창군,군,189,-0.278,65.88169214,80.19284338,1.164927157,79.64517472,3,27,,51,3,30,,227,7000
448740,석강2,38590,거창군,군,189,-0.278,61.3370512,74.76325515,2.033924566,71.13962977,,27,,5,,1,,101,7000
248230,거창,38590,거창군,군,189,-0.278,63.98844138,78.67703993,2.77093154,78.81869771,3,27,,51,3,30,,214,7000
448830,승강기전문,38590,거창군,군,189,-0.278,64.37869242,79.52805301,2.891047026,79.80291207,3,27,,51,3,30,,225,7000
448230,당산,38590,거창군,군,189,-0.278,74.02282275,90.97149156,10.78845192,88.35695167,,27,,3,,,,127,7000
448240,정장,38590,거창군,군,189,-0.278,65.63851863,79.84900034,1.168667085,79.31171056,3,27,,51,3,30,,214,7000
448210,석강,38590,거창군,군,189,-0.278,61.64512807,75.06389715,1.880735286,71.51037652,,27,,5,,1,,101,7000
448220,남산,38590,거창군,군,189,-0.278,75.02910144,90.92634746,10.72472987,89.19310811,,27,,3,,,,130,7000
248B80,거창첨단,38590,거창군,군,189,-0.278,64.15988828,79.52005332,3.244132282,79.96013059,3,27,,51,3,30,,220,7000
448450,야로,38600,합천군,군,171,-0.37,48.7391011,70.37892264,0.562875995,61.26444999,,9,,4,,2,,73,7000
448470,적중,38600,합천군,군,171,-0.37,49.73036321,49.66900836,15.96443086,44.73896577,,9,,2,,2,,129,7000
448460,율곡,38600,합천군,군,171,-0.37,55.40062687,57.09771714,13.00737088,54.93854939,,9,2,15,1,8,,139,7000
